"The primary outcome weight gain as g/kg/day was estimated from the linear mixed model for weight estimates, including adjustment over the duration of the trial (56 days) and the difference between the two RUTFs.","The primary outcome weight gain g/kg/day estimated linear mixed model weight estimates, including adjustment duration trial (56 days) difference RUTFs.",G0000000|C0205225|C1274040|C0005910|C1517378|C1532536|C0750572|C0205132|C0205430|C3161035|C0005910|C0750572|C0332257|C0376209|C0449238|C0008976|C0450371|C0439228|C1705241|G0000000
"Our results showed that the intercalated addition of gefitinib did not improve the treatment outcomes not only with regard to NPR but also with regard to ORR, PFS, or OS.","Our intercalated addition gefitinib improve treatment outcomes regard NPR regard ORR, PFS, OS.",G0000000|G0000000|C0332287|C1122962|G0000000|C0039798|C1274040|G0000000|C1417814|G0000000|G0000000|C0242792|C0229090
"Secondary outcomes were referral to radiography and rate of recovery at the follow-up consultation after 2 weeks with the following five alternatives: “fully recovered”, “almost recovered”, “slightly improved”, “unchanged”, and “worse”.","Secondary outcomes referral radiography rate recovery follow-up consultation 2 weeks alternatives: “fully recovered”, “almost recovered”, “slightly improved”, “unchanged”, “worse”.",C0027627|C1274040|C0034927|C0034571|C0871208|C0237820|C0589120|C0009818|G0000000|C0439230|C1523987|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000|G0000000
"At T1 there was a significant difference on anxiety (p<.0001), with the INT group having lower mean scores (less anxiety) than the UMC group.","At T1 difference anxiety (p<.0001), INT lower scores (less anxiety) UMC group.",G0000000|C0041403|C1705241|C0003467|C0369773|C0063789|C0441994|C0449820|C0439092|C0003467|G0000000|C0441833
The primary endpoint was clinically relevant postoperative pancreatic fistula.,The primary endpoint clinically relevant postoperative pancreatic fistula.,G0000000|C0205225|C2349179|G0000000|C2347946|C0032790|C0030274|C0016169
"The secondary end points were OS, overall response rate (ORR), time-to-treatment failure (TTF), and safety.","The secondary OS, response rate (ORR), time-to-treatment failure (TTF), safety.",G0000000|C0027627|C0229090|C0871261|C0871208|G0000000|C3494202|C0231174|C1332112|C0036043
"We focus here on updating findings for the primary endpoint (incidence of invasive breast cancer) and for all key secondary endpoints, including noninvasive breast cancer, endometrial and other cancers, and vascular-related events.","We focus updating findings primary endpoint (incidence invasive breast cancer) key secondary endpoints, including noninvasive breast cancer, endometrial cancers, vascular-related events.",G0000000|C0205234|C1519814|C2607943|C0205225|C2349179|C0021149|C0205281|C0006141|C0006826|G0000000|C0027627|C2349179|C0332257|C0205303|C0006141|C0006826|C0227843|C0006826|C1266852|C0441471
The primary outcome is observed SDM in decision-making consultations.,The primary outcome observed SDM decision-making consultations.,G0000000|C0205225|C1274040|C1441672|C0643808|C0011109|C0009818
"Baseline measures also included the Hot Flash Related Daily Interference Scale (HFRDIS),2 Center for Epidemiologic Studies Depression Scale (CES-D),10 Hospital Anxiety and Depression Scale-Anxiety Subscale (HADS-A),11 and Medical Outcomes Study Sleep Scale (MOS-Sleep Scale).12","Baseline measures included Hot Flash Related Daily Interference Scale (HFRDIS),2 Center Epidemiologic Studies Depression Scale (CES-D),10 Hospital Anxiety Depression Scale-Anxiety Subscale (HADS-A),11 Medical Outcomes Study Sleep Scale (MOS-Sleep Scale).12",C0168634|C0079809|C0332257|C0444519|C0181637|C0439849|C0332173|C0521102|C0175659|C3641714|C0205099|C0014507|C0947630|C0011570|C0175659|C2699160|C0019994|C0003467|C0011570|C0175659|G0000000|C0048008|C0199168|C1274040|C0557651|C0037313|C0175659|C3813178|C0175659
"OS = overall survival, PFS = progression free survival, ITT = intend-to-treat.","OS = overall survival, PFS = progression free survival, ITT = intend-to-treat.",G0000000|C0038952|G0000000|C0332296|C0038952|G0000000
"Moreover, there was a clear trend for azithromycin to increase the time to the first exacerbation compared to placebo.","Moreover, trend azithromycin increase time exacerbation compared placebo.",G0000000|C1521798|C0052796|C0442805|C0040223|G0000000|C1707455|C0032042
"The five primary outcomes were auditory comprehension and expressive language scores, phonology error rate, the score for the Bristol language development scales, and a binary variable indicating whether the child, by 12 months, had improved sufficiently on the single clinical measure on which he or she had entered the study to no longer satisfy that particular criterion.","The primary outcomes auditory comprehension expressive language scores, phonology error rate, score Bristol language development scales, binary variable indicating child, 12 months, improved single clinical measure entered study satisfy criterion.",G0000000|C0205225|C1274040|C0439825|C0162340|C0185117|C0023008|C0449820|C0597725|C0743559|C0871208|C0449820|G0000000|C0023008|C0243107|C0175659|C1706942|C0439828|G0000000|C0008059|C0450371|C0439231|C0184511|C0037179|C0205210|C0079809|C1521975|C0557651|G0000000|C0243161
"Training efficacy is assessed in the context of an encounter with a simulated advanced stage cancer patient at baseline and after the CST for the experimental group, and after four months for the waiting-list group.","Training efficacy assessed context encounter simulated advanced stage cancer patient baseline CST experimental group, months waiting-list group.",C0040607|C1280519|C1516048|C0449255|C0545082|C0284447|C0205179|C0205390|C0006826|C0030705|C0168634|C3539520|C1517586|C0441833|C0439231|C0043010|C0441833
"We also measured time spent in the emergency department, use of adrenaline (epinephrine), and the duration of subsequent croup and viral symptoms as secondary outcome measures.","We measured time spent emergency department, adrenaline (epinephrine), duration subsequent croup viral symptoms secondary outcome measures.",G0000000|C0444706|C0040223|C0680968|C0013956|C1704729|C0014563|C0014563|C0449238|C0332282|C0010380|C0521026|C0683368|C0027627|C1274040|C0079809
Mean difference pre-to-post treatment in secondary outcome measures within each treatment group.,Mean difference pre-to-post treatment secondary outcome measures treatment group.,C0444504|C1705241|C0332152|C0039798|C0027627|C1274040|C0079809|C0039798|C0441833
"Outcome measures were death, loss to follow-up (LTFU) and virological suppression (VS).","Outcome measures death, loss follow-up (LTFU) virological suppression (VS).",C1274040|C0079809|C0011065|C1517945|C0589120|G0000000|C0205466|C0221103|G0000000
"Secondary outcomes included overall survival, progression-free survival, time to treatment failure, and safety.","Secondary outcomes included survival, progression-free survival, time treatment failure, safety.",C0027627|C1274040|C0332257|C0038952|C0242656|C0038952|C0040223|C0039798|C0231174|C0036043
"We found no significant differences between postsurgical colon cancer patients undergoing either GP-led or surgeon-led follow-up for our primary outcome measures of quality of life, depression and anxiety and patient satisfaction.","We differences postsurgical colon cancer patients undergoing GP-led surgeon-led follow-up primary outcome measures quality life, depression anxiety patient satisfaction.",G0000000|C1705241|G0000000|C0009368|C0006826|C0030705|G0000000|C3811116|C0582175|C0589120|C0205225|C1274040|C0079809|C0332306|C0376558|C0011570|C0003467|C0030705|C0242428
Frequency of exclusive breastfeeding until 6 months was significantly higher in the loss-framed group (P = 0.03).,Frequency exclusive breastfeeding 6 months loss-framed (P = 0.03).,C0376249|C1548966|C0006147|G0000000|C1517945|G0000000
"Length of hospital stay, time to start walking with aids, time to start independent walking, time absent from school, parent satisfaction, and range of knee motion were compared between the two groups 6 months after injury.","Length hospital stay, time start walking aids, time start independent walking, time absent school, parent satisfaction, range knee motion compared 6 months injury.",C1444754|C0019994|G0000000|C0040223|C0439659|C0080331|C0001175|C0040223|C0439659|C0085862|C0080331|C0040223|C0332197|C0036375|C0030551|C0242428|C1514721|C0022742|C0026597|C1707455|G0000000|C0439231|C3263722
"Additionally, there were no significant differences by randomization in maternal RBC DHA levels assessed at 26 weeks gestation (p = 0.79), however, there were significant differences in RBC DHA levels at 36 weeks gestation (p < 0.001) between the placebo and the DHA-supplemented group.","Additionally, differences randomization maternal RBC DHA levels assessed 26 weeks gestation (p = 0.79), however, differences RBC DHA levels 36 weeks gestation (p < 0.001) placebo DHA-supplemented group.",G0000000|C1705241|C0034656|C2347083|C0014792|C0142831|C0441889|C1516048|C0450371|C0439230|C0032961|C0369773|G0000000|C0450371|G0000000|C1705241|C0014792|C0142831|C0441889|C0450371|C0439230|C0032961|C0369773|G0000000|C1442061|C0032042|C0142831|C0441833
We observed no associations between use of any individual supplement or multivitamin supplements and pancreatic cancer.,We observed associations individual supplement multivitamin supplements pancreatic cancer.,G0000000|C1441672|C0004083|C0027361|C0242295|C0301532|C0242295|C0030274|C0006826
"The secondary endpoints included the investigator‐assessed ORR, CR rate, PR rate, duration of response, time to response, PFS, OS, disappearance rate of B symptoms, median time to disappearance of B symptoms, occurrence rate of B symptoms, rate of change in the sum of the products of the greatest diameters of the target lesion, and the maximum rate of change in the sum of the products of the greatest diameters of the target lesion.","The secondary endpoints included investigator‐assessed ORR, CR rate, PR rate, duration response, time response, PFS, OS, disappearance rate B symptoms, median time disappearance B symptoms, occurrence rate B symptoms, rate change sum products diameters target lesion, maximum rate change sum products diameters target lesion.",G0000000|C0027627|C2349179|C0332257|G0000000|G0000000|C0201975|C0871208|C0279759|C0871208|C0449238|C0871261|C0040223|C0871261|C0242792|C0229090|G0000000|C0871208|G0000000|C0683368|C0549183|C0040223|G0000000|G0000000|C0683368|C0243132|C0871208|G0000000|C0683368|C0871208|C0392747|C1515051|C1514468|C1301886|C1521840|C0221198|C0806909|C0871208|C0392747|C1515051|C1514468|C1301886|C1521840|C0221198
The present findings indicate that the frequency of grade 3 or 4 diarrhoea may be reduced with the use of Lactobacillus supplementation.,The findings frequency grade 3 4 diarrhoea reduced Lactobacillus supplementation.,G0000000|C2607943|C0376249|C0441800|G0000000|G0000000|C0011991|C0392756|C0022938|C0242297
"Secondary end points were frequency of intracranial relapse at initially treated and at new sites, progression-free and overall survival, late toxicities, and quality of life.","Secondary frequency intracranial relapse initially treated sites, progression-free survival, late toxicities, quality life.",C0027627|C0376249|C0524466|C0035020|C0205265|C1522326|C0205145|C0242656|C0038952|C0205087|C0600688|C0332306|C0376558
Clinical response at the test of cure (TOC) or early termination (ET) visit was the primary efficacy endpoint of the study.,Clinical response test cure (TOC) termination (ET) visit primary efficacy endpoint study.,C0205210|C0871261|C0022885|C1880198|C1835664|C1549081|G0000000|C0545082|C0205225|C1280519|C2349179|C0557651
Current international recommendations favor higher amino acid intakes and fish oil–containing lipid emulsions.,Current international recommendations favor amino acid intakes fish oil–containing lipid emulsions.,C0521116|C1512888|C0034866|C0309049|G0000000|C0001128|C1512806|C0016163|G0000000|C0023779|C0014020
"Hemoglobin concentration is measured using the point-of-care HemoCue Hb 301 hemoglobinometer (HemoCue, Angelholm, Sweden) in all infants at 18 months of age (primary endpoint).","Hemoglobin concentration measured point-of-care HemoCue Hb 301 hemoglobinometer (HemoCue, Angelholm, Sweden) infants 18 months age (primary endpoint).",C0019046|C0004268|C0444706|C0282664|G0000000|C0019046|C1442061|C0181183|G0000000|G0000000|C0038995|C0021270|C0450371|C0439231|C0001779|C0205225|C2349179
The primary outcome is patient-reported quality of life.,The primary outcome patient-reported quality life.,G0000000|C0205225|C1274040|C0747307|C0332306|C0376558
The current report presents the clinical results of the THROMBOTECT study with respect to the incidence of symptomatic thromboembolism and hemorrhage as primary efficacy and safety outcomes as well as the secondary safety outcome of leukemia-related survival.,The current report clinical THROMBOTECT study respect incidence symptomatic thromboembolism hemorrhage primary efficacy safety outcomes secondary safety outcome leukemia-related survival.,G0000000|C0521116|C0684224|C0205210|G0000000|C0557651|C0679133|C0021149|C0231220|C0040038|C0019080|C0205225|C1280519|C0036043|C1274040|C0027627|C0036043|C1274040|C0023418|C0038952
"In a cross-sectional study conducted in Shanghai, China, we found men homozygous for low-activity associated catechol-O-methyltransferase (COMT) genotype to have a statistically significant 44 % lower urinary level of total tea polyphenols relative to men homozygous for high-activity COMT genotype [34].","In cross-sectional study conducted Shanghai, China, homozygous low-activity catechol-O-methyltransferase (COMT) genotype statistically 44 % lower urinary level total tea polyphenols relative homozygous high-activity COMT genotype [34].",G0000000|C0552389|C0557651|C0004927|G0000000|C0008115|C0019904|C0205251|C0007407|G0000000|C0017431|C0038215|C0450371|G0000000|C0441994|C0042027|C0441889|C0439175|C0039400|C0071649|C0080103|C0019904|C0205250|G0000000|C0017431|C0450371
We found no significant difference in length of stay between the groups.,We difference length stay groups.,G0000000|C1705241|C1444754|G0000000|C0441833
"The primary study end point was the rate of ovarian failure at 2 years, with ovarian failure defined as the absence of menses in the preceding 6 months and levels of follicle-stimulating hormone (FSH) in the postmenopausal range.","The primary study rate ovarian failure 2 years, ovarian failure defined absence menses preceding 6 months levels follicle-stimulating hormone (FSH) postmenopausal range.",G0000000|C0205225|C0557651|C0871208|C0205065|C0231174|G0000000|C0439234|C0205065|C0231174|C1704788|C0332197|C0025344|C0332152|G0000000|C0439231|C0441889|C0018120|C0019932|G0000000|C0232970|C1514721
"Our primary aim of testing the effect of the exercise program on patient-reported fatigue was not statistically significant, but the change in fatigue (−5.95) for the intervention group achieved a minimally important difference that is considered clinically relevant.","Our primary aim testing exercise program patient-reported fatigue statistically significant, change fatigue (−5.95) intervention achieved minimally difference considered clinically relevant.",G0000000|C0205225|C1947946|C0039593|C0015259|C1709697|C0747307|C0015672|C0038215|C0237881|C0392747|C0015672|G0000000|C0886296|G0000000|G0000000|C1705241|C0750591|G0000000|C2347946
"In this study, we showed that progressive renal injury in WT survivors with SFK occurs in a similar manner to that in children with SFK of non-oncological causes, even though the frequency may be lower.","In study, progressive renal injury WT survivors SFK occurs manner children SFK non-oncological causes, frequency lower.",G0000000|C0557651|C0205329|C0022646|C3263722|C2700323|C0206194|G0000000|C1709305|G0000000|C0008059|G0000000|C1518422|C0015127|C0376249|C0441994
"Secondary outcomes were uptake of 2 other adolescent vaccines, the meningococcal conjugate vaccine (MenACWY) and the tetanus-diphtheria-acellular pertussis vaccine (Tdap).","Secondary outcomes uptake 2 adolescent vaccines, meningococcal conjugate vaccine (MenACWY) tetanus-diphtheria-acellular pertussis vaccine (Tdap).",C0027627|C1274040|C0243144|G0000000|C0205653|C0042210|C0127526|C0301869|C0042210|C2003457|C0039614|C0043167|C0042210|G0000000
The primary outcome was spontaneous preterm birth at less than 37 and less than 34 weeks gestation.,The primary outcome spontaneous preterm birth 37 34 weeks gestation.,G0000000|C0205225|C1274040|C0205359|C0151526|C0005615|C0450371|C0450371|C0439230|C0032961
The secondary outcome also included comparison of number of patients classified as relapse and reinfection by the three methods to find out the concordance between the methods used and the genetic diversity observed based on PCR sequencing method.,The secondary outcome included comparison patients classified relapse reinfection methods concordance methods genetic diversity observed based PCR sequencing method.,G0000000|C0027627|C1274040|C0332257|C1707455|C0030705|C0008902|C0035020|C0205339|C0025663|C0680240|C0025663|C0017296|C1880371|C1441672|C1527178|C0032520|C1294197|C0025663
The primary endpoint was time to progression (TTP).,The primary endpoint time progression (TTP).,G0000000|C0205225|C2349179|C0040223|C0242656|C0084795
"Primary outcomes were (1) having ever obtained a Pap test and (2) being up-to-date for Pap tests, defined as having obtained a first test or having obtained a test after a lapse of more than 1 year.","Primary outcomes (1) Pap test (2) up-to-date Pap tests, defined test test lapse 1 year.",C0205225|C1274040|G0000000|C1740167|C0022885|G0000000|C0547043|C1740167|C0022885|C1704788|C0022885|C0022885|G0000000|G0000000|C0439234
"Symptom severity was measured during each interview observation by asking patients to rate the severity of each symptom on a scale of 0 (not present) to 10 (as severe as it possibly could be) and then summing severity ratings for each symptom, with higher scores indicating higher levels of severity (possible range = 0-120).","Symptom severity measured interview observation patients rate severity symptom scale 0 (not present) 10 (as severe be) summing severity ratings symptom, scores indicating levels severity (possible range = 0-120).",C1457887|C0439793|C0444706|C0021822|C0302523|C0030705|C0871208|C0439793|C1457887|C0175659|G0000000|C1518422|C0150312|C0450371|G0000000|C0205082|G0000000|C1515051|C0439793|C0871208|C1457887|C0449820|G0000000|C0441889|C0439793|C0332149|C1514721|G0000000|C1442061
"The secondary objectives are to assess the following: (1) the efficacy of EPC in terms of 1-year OS (intent-to-treat and per protocol analyses) and OS curves (per protocol analysis), (2) the patient-reported outcomes (quality of life, depression and anxiety) and the time until definitive deterioration (TUDD) for quality of life, (3) the number of patients receiving chemotherapy in their last 30 days of life, (4) the actual description of the PC package and (5) the presence or absence of advanced directives in patient files.","The secondary objectives assess following: (1) efficacy EPC terms 1-year OS (intent-to-treat protocol analyses) OS curves (per protocol analysis), (2) patient-reported outcomes (quality life, depression anxiety) time definitive deterioration (TUDD) quality life, (3) patients receiving chemotherapy 30 days life, (4) actual description PC package (5) presence absence advanced directives patient files.",G0000000|C0027627|C0018017|C1516048|C0231290|G0000000|C1280519|C0169014|C0233324|C0439234|C0229090|C0162425|C0442711|C0002778|C0229090|C0205134|G0000000|C0442711|C0002778|G0000000|C0747307|C1274040|C0332306|C0376558|C0011570|C0003467|C0040223|C0443196|C0868945|G0000000|C0332306|C0376558|G0000000|C0030705|C1514756|C0013216|C0450371|C0439228|C0376558|G0000000|C0237400|C0678257|C0031995|C0013194|G0000000|C0150312|C0332197|C0205179|C3871158|C0030705|C0016094
"Patient outcomes (creatinine/blood urea nitrogen, infection, acute/chronic rejection, graft loss, death) and cost effectiveness are to be examined.","Patient outcomes (creatinine/blood urea nitrogen, infection, acute/chronic rejection, graft loss, death) cost effectiveness examined.",C0030705|C1274040|C0201975|C0041942|C0028158|C0009450|C0439588|C0035015|C0181074|C1517945|C0011065|C0010186|C1280519|C0332128
"Daily treatment with 200 mgs EGCG administered three times a day (total 600 mg/d) for one year significantly reduced progression to prostate cancer in men in the treatment arm (incidence, approximately 3%), compared to men on placebo (incidence, 30%) [44].","Daily treatment 200 mgs EGCG administered times day (total 600 mg/d) reduced progression prostate cancer treatment arm (incidence, 3%), compared placebo (incidence, 30%) [44].",C0332173|C0039798|C1442061|C0024467|C0059438|C1521801|C0040223|C0332173|C0439175|C1442061|C0439422|C0392756|C0242656|C0033572|C0006826|C0039798|C0446516|C0021149|G0000000|C1707455|C0032042|C0021149|C0450371|C0450371
No significant difference was found between the PEI and PAI groups.,No difference PEI PAI groups.,G0000000|C1705241|C0814202|C1620101|C0441833
Primary outcomes were nonadipose mass for the amino acid intervention and IHCL for the lipid intervention.,Primary outcomes nonadipose mass amino acid intervention IHCL lipid intervention.,C0205225|C1274040|G0000000|C0577559|G0000000|C0001128|C0886296|G0000000|C0023779|C0886296
Results: At a median follow up of 11 years there was a 13% reduction in colorectal cancer mortality (95% confidence interval 3–22%) in the intervention group despite an uptake at first invitation of only approximately 50%.,Results: At median follow 11 13% reduction colorectal cancer mortality (95% confidence interval 3–22%) intervention uptake invitation 50%.,C1274040|G0000000|C0549183|C0332283|C0450371|C0450371|C0301630|C0555952|C0006826|C0026565|C0450371|C0237529|C1272706|G0000000|C0886296|C0243144|C2826348|C0450371
"At 18 months of age, anthropometric assessments revealed no significant differences in the children’s mean length, mean weight, the prevalence of stunting, or head or mid-upper arm circumference between the intervention groups for all participants in the iLiNS project [22].","At 18 months age, anthropometric assessments revealed differences children’s length, weight, prevalence stunting, head mid-upper arm circumference intervention participants iLiNS project [22].",G0000000|C0450371|C0439231|C0001779|C0003188|C1261322|C0443289|C1705241|G0000000|C1444754|C0005910|C0033105|C0018273|C0018670|C0444598|C0446516|C0332520|C0886296|C0679646|G0000000|C1709701|C0450371
"Clinical Outcomes: Bleeding Events and Platelet Transfusions in the 26-Week Test Treatment Period Abbreviations: CI, confidence interval; CSBE, clinically significant bleeding events; CTCAE, Common Terminology Criteria for Adverse Events; HR, hazard ratio; pt-yrs, patient-years; RR, relative risk (used as the Poisson regression model was applied because of the low event incidence).","Clinical Outcomes: Bleeding Events Platelet Transfusions 26-Week Test Treatment Period Abbreviations: CI, confidence interval; CSBE, clinically bleeding events; CTCAE, Common Terminology Criteria Adverse Events; HR, hazard ratio; pt-yrs, patient-years; RR, relative risk (used Poisson regression model applied low event incidence).",C0205210|C1274040|C0019080|C0441471|C0005821|C0005841|C0450371|C0022885|C0039798|C0439531|C0000723|C0008107|C0237529|C1272706|G0000000|G0000000|C0019080|C0441471|C1516728|C0205214|C0028275|C0243161|G0000000|C0441471|G0000000|C0598697|C0456603|C0699718|C0030705|G0000000|C0080103|C0035647|C1273517|G0000000|C0684320|C3161035|C4048755|C0205251|C0441471|C0021149
"Secondary outcomes are self-perceived burden from informal care (EDIZ), patient experienced continuity of medical care (NCQ), patient and caregiver satisfaction with the teleconsultation (PSQ), the experienced problems and needs in palliative care (PNPC-sv) and the number of hospital admissions.","Secondary outcomes self-perceived burden informal care (EDIZ), patient experienced continuity medical care (NCQ), patient caregiver satisfaction teleconsultation (PSQ), experienced palliative care (PNPC-sv) hospital admissions.",C0027627|C1274040|C0036588|C2828008|G0000000|C1947933|G0000000|C0030705|C0237607|C0595960|C0199168|C1947933|G0000000|C0030705|C0085537|C0242428|C0282675|G0000000|C0237607|C0587605|C1947933|C0048592|C0019994|C0184666
The response rate was 48.7%.,The response rate 48.7%.,G0000000|C0871261|C0871208|C0450371
"A secondary end point was OS, which was defined as time from registration to death as a result of any cause.","A secondary OS, defined time registration death result cause.",G0000000|C0027627|C0229090|C1704788|C0040223|C1514821|C0011065|C1274040|C0015127
The primary end point was overall survival (OS).,The primary survival (OS).,G0000000|C0205225|C0038952|C0229090
"There was also no difference in the time interval between procedure and delivery in women who had a cesarean for arrest and those who did not require cesarean for arrest (25.7 months vs. 33.0 months, p=0.82).","There difference time interval procedure delivery women cesarean arrest require cesarean arrest (25.7 months vs. 33.0 months, p=0.82).",G0000000|C1705241|C0040223|C1272706|C0184661|C0011209|C0043210|C3841297|C0237477|G0000000|C3841297|C0237477|C0450371|C0439231|G0000000|C0450371|C0439231|C0369773
The clinical outcomes of the 7 subjects who belonged to cluster III at the start of treatment were remission maintained in 2 of the 4 patients in the Bio-Three group and 2 of the 3 patients in the placebo group.,The clinical outcomes 7 subjects belonged cluster III start treatment remission maintained 2 4 patients Bio-Three 2 3 patients placebo group.,G0000000|C0205210|C1274040|G0000000|C0681850|G0000000|C1555715|C0439070|C0439659|C0039798|C0544452|C1314677|G0000000|G0000000|C0030705|C3844595|G0000000|G0000000|C0030705|C0032042|C0441833
"Secondary endpoints were clinical performance, health-related quality of life (HRQOL) and survival.","Secondary endpoints clinical performance, health-related quality life (HRQOL) survival.",C0027627|C2349179|C0205210|C0597198|C0018684|C0332306|C0376558|G0000000|C0038952
